id,nazwa,cena,skladniki,url
633,Mohani Mokosza,35,"Aqua, Sodium Coco- Sulfate, Coco-Glucoside, Glycerin, Coco Betaine, Citric Acid , Betaine, Potassium Abietoyl Hydrolyzed Soy Protein, Inulin, Mentha Piperita Leaf Extract, Papaver Somniferum Seed Extract, Rosmarinus Officinalis Leaf Extract, Betula Alba Bark Extract, Amethyst Powder, Hydroxypropyl Guar Hydroxypropyltrimonium Chloride, Tetrasodium Glutamate Diacetate, Xanthan Gum, Lactic Acid, Sodium Benzoate, Potassium Sorbate, Parfum",https://www.hebe.pl/mohani-balansujacy-szampon-do-wlosow-200-ml-000000000000574562.html
634,Sattva,39,"Aqua, Decyl Glucoside, Sodium Lauroyl Sarcosinate, Sodium Cocoyl Glycinate, Honey, Aloe Barbadensis (Aloe Vera) Leaf Juice, Eclipta Prostrata (Bhringraj) Leaf Extract, Nardostachys Jatamansi Rhizome/Root Extract, Emblica Officinalis (Amla) Fruit, Thymus Serpillum (Thyme) Oil, Azadirachta Indica (Neem) Seed Oil, Sapindus Trifoliatus Fruit Extract, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Acrylates Copolymer,Phenoxyethanol, Undecylenoyl Glycine, Capryloyl Glycine, Sodium Benzoate, Citric Acid, Triethanolamine.",https://www.hebe.pl/sattva-szampon-do-wlosow-210-ml-000000000000475119.html
635,Soap for Globe Malina,49,"Sodium Coco-Sulfate, Sodium Cocoyl Isethionate, Disodium Lauryl Sulfosuccinate, Rubus Idaeus Seed Oil (olej z pestek malin), Argania Spinosa Kernel Oil (olej arganowy), Macadamia Ternifolia Seed Oil, (olej makadamia), PPG 3 Benzyl Ether Myristate (emolient), Panthenol, Solanum Tuberosum (Potato) Starch, Laureth-23, Ethyltrimonium Chloride, Hydrolyzed, Wheat Protein Copolymer, Polyquaternium-70, Dipropylene, Glycol, Sodium Benzoate, Polysilicone-29, Potassium Sorbate, Red Rice extract, Aqua, parfum",https://www.hebe.pl/soap-for-globe-ultraodzywczy-malinowy-szampon-do-wlosow-z-olejem-z-pestek-malin-arganowym-i-makadamia-80-g-61679455.html
636,Bioderma Node K,90,"WATER (AQUA), GLYCOLIC ACID, BUTYROSPERMUM PARKII (SHEA BUTTER), PETROLATUM, DIPROPYLENE GLYCOL, SODIUM HYDROXIDE, OCTYLDODECANOL, SALICYLIC ACID, ARACHIDYL ALCOHOL, DIMETHICONE, GLYCERYL STEARATE, PEG-100 STEA- RATE, XANTHAN GUM, ZANTHOXYLUM ALATUM EXTRACT, MANNITOL, XYLITOL, RHAMNOSE, FRUCTOOLIGOSACCHARIDES, LAMINARIA OCHROLEUCA EXTRACT, BEHENYL ALCOHOL, POLYACRYLAMIDE, ARACHIDYL GLUCOSIDE, OLEYL ALCOHOL, C13-14 ISOPARAFFIN, LAURETH-7, CAPRYLIC/CAPRIC TRIGLYCERIDE",https://www.hebe.pl/bioderma-szampon-przeciwlupiezowy-do-wlosow-150-ml-000000000000483768.html
637,Nivea Moisture Hyaluron,21,"Aqua, Sodium Laureth Sulfate, Cocamidopropyl Betaine, Decyl Glucoside, Sodium Chloride, Sodium Hyaluronate, Cucumis Sativus Juice, Guar Hydroxypropyltrimonium Chloride, Dicaprylyl Ether, Glycerin, Glyceryl Oleate, Citric Acid, Sodium Benzoate, Benzoic Acid, Lactic Acid, Potassium Sorbate, Parfum",https://www.hebe.pl/nivea-nawilzajacy-szampon-z-kwasem-hialuronowym-do-wlosow-400-ml-000000000000575292.html
638,Montibello Stop Yellow,64,"Aqua, Sodium C14-16 Olefin Sulfonate, Cocamidopropyl Betaine, PEG-4 Rapeseedamide, Decyl Glucoside, Sodium Lauroyl Methyl Isethionate, Sodium Lauroyl Sarcosinate, Acid Violet 43, Benzoic Acid, Benzyl Salicylate, Caprylyl Glycol, Dicaprylyl Ether, Disodium",https://www.hebe.pl/montibello-szampon-neutralizujacy-do-wlosow-stop-yellow-300-ml-000000000000430103.html
639,Milk Shake Sensorial Mint,59,"Aqua (Water), Ammonium Lauryl Sulfate, Cocamidopropyl Betaine, Sodium Chloride, Glycerin, Disodium Laureth Sulfosuccinate, Propylene Glycol, PEG-120 Methyl Glucose Trioleate, Menthol, Hydrolyzed Milk Protein, Mentha Piperita (Peppermint) Leaf Extract, Salvia Officinalis (Sage) Leaf Extract, Mangifera Indica (Mango) Fruit Extract, Carica Papaya (Papaya) Leaf Extract, Vaccinium Myrtillus Fruit Extract, Rubus Idaeus (Raspberry) Fruit Extract, Citric Acid, Methylchloroisothiazolinone, Methylisothiazolinone, Potassium Sorbate, Parfum (Fragrance), Citral, Limonene.",https://www.hebe.pl/milk-shake-orzezwiajacy-szampon-do-wlosow-300-ml-58549049.html
640,Bandi 4Men,49,"Aqua/Water, Disodium Laureth Sulfosuccinate, Sodium Lauryl Sulfoacetate, Glycerin, Cocamidopropyl Betaine, Coco Glucoside, Wheat Amino Acids, Soy Amino Acids, Citrus Aurantium Dulcis (Orange) Fruit Extract, Citrus Limon (Lemon) Fruit Extract, Trehalose, Biotinoyl Tripeptide-1, Apigenin, Serine, Arginine HCl, Threonine, Vaccinium Myrtillus Fruit Extract, Saccharum Officinarum (Sugar Cane) Extract, Acer Saccharum (Sugar Maple) Extract, PEG-40 Hydrogenated Castor Oil, Glyceryl Laurate, Polyglyceryl-3 Betainate Acetate, PPG-26-Buteth-26, PPG-2 Hydroxyethyl Cocamide, Oleanolic Acid, PEG-150 Pentaerythrityl Tetrastearate, Silicone Quaternium-18, Trideceth-6, Trideceth-12, Caprylyl Glycol, Tetrasodium Glutamate Diacetate, Butylene Glycol, Sodium Hydroxide , Parfum/Fragrance, Hydroxyacetophenone, 1,2-Hexanediol, Sodium Benzoate, Phenoxyethanol, Benzyl Alcohol, Potassium Sorbate, Hexyl Cinnamal, Limonene, Acetyl Cedrene, Hexamethylindanopyran, Linalyl Acetate, Tetramethyl Acetyloctahydronaphtalenes, Citrus Aurantium Peel Oil",https://www.hebe.pl/bandi-szampon-przeciw-wypadaniu-wlosow-150-ml-000000000000572816.html
641,Nacomi Gentleman,29,"Aqua, Sodium Coco-Sulfate, Coco-Glucoside, Glycerin, Trehalose, Cocamidopropyl Betaine, Disodium Lauryl Sulfosuccinate, Panthenol, Lecithin, Tocopherol, Hydrolyzed Hibiscus Esculentus Extract, Linum Usitatissimum Seed Extract, Althaea Officinalis Root Extract, Prunus Amygdalus Dulcis Fruit Extract, Sorbitan Oleate Decylglucoside Crosspolymer, Betaine, Brassicamidopropyl Dimethylamine, Glyceryl Oleate, Cetrimonium Chloride, Tetrasodium Glutamate Diacetate, Guar Hydroxypropyltrimonium Chloride, Ascorbyl Palmitate, Hydrogenated Palm Glycerides Citrate, Parfum, Xanthan Gum, Citric Acid, Lactic Acid, Potassium Sorbate, Sodium Benzoate, Sodium Chloride, Sodium Hydroxide, Phenoxyethanol, Coumarin, Hexyl Cinnamal, Linalool.",https://www.hebe.pl/nacomi-nawilzajacy-szampon-do-wlosow-250-ml-000000000000514159.html
642,Kallos Caviar,17,"Aqua,Sodium Laureth Sulfate,Sodium Chloride,Cocamide DEA,Cocamidopropyl Betaine,Coco Glucoside,Parfum,PEG-4 Distearyl Ether,Polyquaternium-7,Glycerin,Distearyl Ether,Caviar Extract,Citric Acid,Propylene Glycol,Dicaprylyl Ether,Amodimethicone,Cetrimonium Chloride,Trideceth-12,Benzyl Alcohol,Methylchloroisothiazolinone,Methylisothiazolinone,Sodium Benzoate",https://www.hebe.pl/kallos-regenerujacy-szampon-z-ekstraktem-z-kawioru-1000-ml-000000000000465869.html
643,K18 Peptide Prep,211,"Water (Aqua) (Eau), Sodium C14-16 Olefin Sulfonate, Cocamidopropyl Betaine, Sodium Methyl 2-Sulfolaurate, Sodium Lauryl Sulfoacetate, sh-Oligopeptide-78, Panthenol, Glycerin, Sodium Phytate, Guar Hydroxypropyltrimonium Chloride, Disodium 2-Sulfolaurate, Caprylyl Glycol, Caprylhydroxamic Acid, Benzoic Acid, Citric Acid, Sodium Hydroxide, Fragrance (Parfum), Limonene.",https://www.hebe.pl/k18-szampon-do-wlosow-utrzymujacy-ph-250-ml-50016769.html
644,Joico Blonde Life,119,"WATER/AQUA/EAU, SODIUM C14-16 OLEFIN SULFONATE, ISOPROPYLAMINE DODECYLBENZENESULFONATE, COCAMIDE MIPA, DECYL GLUCOSIDE, GLYCOL STEARATE, GLYCERYL CAPRYLATE/CAPRATE, PHENOXYETHANOL, LAURDIMONIUM HYDROXYPROPYL HYDROLYZED KERATIN, ROSA CANINA FRUIT OIL, CALOPHYLLUM INOPHYLLUM SEED OIL, COCOS NUCIFERA (COCONUT) OIL, ARGININE HCL, GARDENIA TAITENSIS FLOWER EXTRACT, SORBITOL, DIVINYLDIMETHICONE/DIMETHICONE COPOLYMER, BIS-CETEARYL AMODIMETHICONE, POLYQUATERNIUM-10, PEG-150 DISTEARATE, CITRIC ACID, SILICONE QUATERNIUM-16, TETRASODIUM GLUTAMATE DIACETATE, PEG-4 LAURATE, AMODIMETHICONE, PEG-90M, CETEARETH-7, CETEARETH-25, C12-13 PARETH-23, C12-13 PARETH-3, UNDECETH-11, BUTYLOCTANOL, C11-15 PARETH-7, UNDECETH-5, LAURETH-9, GLYCERIN, TRIDECETH-12, PHOSPHATIDYLCHOLINE, BENZYL A L C O H O L , I O D O P R O P Y N Y L B U T Y L C A R B A M AT E , METHYLCHLOROISOTHIAZOLINONE, METHYLISOTHIAZOLINONE, SALICYLIC ACID, SORBIC ACID, SODIUM HYDROXIDE, LIMONENE, GERANIOL, FRAGRANCE/PARFUM.",https://www.hebe.pl/joico-szampon-do-wlosow-blond-300-ml-000000000000487698.html
645,Ducray Kertyol P.S.O.,94,"Water (Aqua), Cocos Nucifera (Coconut) Oil (Cocos Nucifera Oil), Sodium Trideceth Sulfate, Sodium Lauroamphoacetate, Cocamide Mipa, Glycerin, Sodium Chloride, Salicylic Acid, 1,2-Hexanediol, Caprylyl Glycol, Cichorium Intybus (Chicory) Root Extract, Fragrance (Parfum), Ictasol, Pentylene Glycol, Tripterygium Wilfordii Callus Extract",https://www.hebe.pl/ducray-normalizujacy-szampon-do-wlosow-125-ml-000000000000406840.html
646,Mustela,29,"SODIUM COCOYL ISETHIONATE, HYDROGENATED VEGETABLE OIL, COCONUT ACID, POLYGLYCERYL-4 LAURATE, GLYCERIN, SODIUM ISETHIONATE, AQUA/WATER/EAU, OLEA EUROPAEA (OLIVE) FRUIT OIL, PERSEA GRATISSIMIA (AVOCADO) OIL, MYRISTYL LACTATE, TETRASODIUM GLUTAMATE DIACETATE.",https://www.hebe.pl/mustela-szampon-w-kostce-dla-dzieci-75-g-000000000000436735.html
647,Cosnature,15,"Aqua, Coco-Glucoside, Sodium Coco-Sulfate, Sucrose, Sodium Chloride, Citric Acid Glyceryl Oleate, Hydrolyzed Wheat Protein, Tocopherol, Hydrogenated Palm Glycerides Citrate, Lecithin, Ascorbyl Palmitate, Rosa Canina Fruit Oil, Parfum, Linalool, Geranol, Citronell, Limonene, Sodium Benzoate.",https://www.hebe.pl/cosnature-naturalny-nawilzajacy-szampon-do-wlosow-z-dzika-roza-250-ml-000000000000464573.html
648,Palmer's Coconut Oil Formula,47,"Water (Aqua), Cocos Nucifera (Coconut) Fruit Extract. Glycerin, Sodium Lauroyl Glutamate, Lauramidopropyl Hydroxysultaine, Glycol Distearate,Cocamidopropyl Betaine, Sodium Chloride, Acrylates Crosspolymer-4. Cocos Nucifera (Coconut) Oil, Gardenia Tahltensis Flower Extract, Tocopherol, Tocopheryl Acetate, Hydrolyzed Vegetable Protein, Polysorbate 20, Sorbitan Caprylate, Sodium Laurate, Disteareth-751PDI, Citric Acid. PPG-2 lsoceteth-20 Acetate, Stearamidopropyl Dimethylamine, Propanedlol, Guar Hydroxypropyltrimonium Chloride, Benzoic Acid, Lauric Acid, PEG-120 Methyl Glucose Trioleate, Propylene Glycol, Tetrasodium Glutamate Diacetate, Sodium Hydroxide, Saccharide Isomerate, Sodium Glycolate, Sodium Benzoate, Sodium Citrate, Fragrance (Parfum), Coumarin, Benzyl Benzoate.",https://www.hebe.pl/palmers-nawilzajacy-szampon-do-wlosow-400-ml-000000000000531242.html
649,Vis Plantis,19,"Aqua,Sodium Laureth Sulfate,Disodium Cocoamphodiacetate,PEG-7 Glyceryl Cocoate,Sodium Chloride,Hydrolyzed Keratin,Hydrolyzed Sericin,Cocodimonium Hydroxypropyl Hydrolyzed Keratin,Cocamide MEA,Citric Acid,Polyquaternium-10,PEG-40 Hydrogenated Castor Oil,Parfum,Potassium Sorbate,Ethylhexylglycerin,Phenoxyethanol,DMDM Hydantoin,Methylchloroisothiazolinone,Methylisothiazolinone,Dextro-Limonene,Alpha-Hexyl Cinnamaldehyde,Linalool,CI 19140,Sodium Sulfate",https://www.hebe.pl/vis-plantis-szampon-z-keratyna-do-wlosow-400-ml-000000000000429305.html
650,L'Oréal Professionnel Paris Vitamino Color,125,1202840 L - INGREDIENTS: AQUA / WATER / EAU • SODIUM LAURETH SULFATE • SODIUM CHLORIDE • COCAMIDOPROPYL BETAINE • DIMETHICONE • CITRIC ACID • HEXYLENE GLYCOL • SODIUM BENZOATE • SODIUM HYDROXIDE • AMODIMETHICONE • CARBOMER • GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE • TRIDECETH-10 • GLYCERIN • SALICYLIC ACID • GLYCOL DISTEARATE • NIACINAMIDE • MICA • PEG-100 STEARATE • LINALOOL • STEARETH-6 • PHENOXYETHANOL • COCO-BETAINE • TRIDECETH-3 • CI 77891 / TITANIUM DIOXIDE • RESVERATROL • BENZYL ALCOHOL • ACETIC ACID • FUMARIC ACID • PARFUM / FRAGRANCE (F.I.L. N290182/1).,https://www.hebe.pl/loreal-professionnel-paris-zapas-szamponu-do-wlosow-farbowanych-500-ml-000000000000578508.html
651,La Ferme White Musk,69,"Aqua, Sodium C14-16 Olefin Sulfonate, Lauramidopropyl Betaine, Coco-Betaine, Glycerin, Propanediol, Laminaria Japonica Extract(5,000ppm), Citric Acid, Trideceth-10, Potassium Cocoyl Glycinate, Caprylyl Glycol, Panthenol, Streptococcus Thermophilus Ferment, Butylene Glycol, Hordeum Vulgare Extract, Glycine Soja (Soybean) Seed Extract, Allium Sativum (Garlic) Bulb Extract, Oryza Sativa (Rice) Extract, Panax Ginseng Root Extract, Solanum Melongena (Eggplant) Fruit Extract, Inonotus Obliquus (Mushroom) Extract, Paullinia Cupana Seed Extract, Raphanus Sativus (Radish) Root Extract, Ribes Nigrum (Black Currant) Fruit Extract, Rubus Fruticosus (Blackberry) Fruit Extract, Salvia Hispanica Seed Extract, Trametes Versicolor Extract, Tuber Melanosporum Extract, Epilobium Angustifolium Flower/Leaf/Stem Extract, Hibiscus Sabdariffa Flower Extract, Cornus Officinalis Fruit Extract, Aspalathus Linearis Extract, Citrus Junos Fruit Extract, Quillaja Saponaria Bark Extract, Glycine, Serine, Glutamic Acid, Aspartic Acid, Leucine, Alanine, Lysine, Arginine, Tyrosine, Phenylalanine, Valine, Threonine, Proline, Isoleucine, Histidine, Methionine, Cysteine, Avena Sativa (Oat) Protein Extract, Hydrolyzed Wheat Protein, Hydrolyzed Pea Protein, Hydrolyzed Soy Protein, Hydrolyzed Lupine Protein, Hydrolyzed Oat Protein, Milk Protein, Milk Protein Extract, Prunus Amygdalus Dulcis (Sweet Almond) Protein, Triticum Vulgare (Wheat) Protein, Whey Protein, Hydrolyzed Milk Protein, Hydrolyzed Sweet Almond Protein, Hydrolyzed Sesame Protein, Sodium Hyaluronate, Sodium Hyaluronate Crosspolymer, Hydrolyzed Sodium Hyaluronate, Hydrolyzed Hyaluronic Acid, Hyaluronic Acid, Hydroxypropyltrimonium Hyaluronate, Potassium Hyaluronate, Pentylene Glycol, Sodium Acetylated Hyaluronate, Tetradecene, Hexadecene, Polyquaternium-10, Sodium Sulfate, Sodium Chloride, Disodium EDTA, Ethylhexylglycerin, 1,2-Hexanediol, Parfum (White Musk Parfum, 0.8%), Alpha-Isomethyl Ionone, Coumarin, Hexyl Cinnamal, Hydroxycitronellal, Linalool",https://www.hebe.pl/la-ferme-odzywczy-szampon-do-wlosow-500-ml-000000000000582916.html
652,Alama,14,"Aqua (Water), Ammonium Lauryl Sulfate, Sodium Myreth Sulfate, Sodium Cocoamphoacetate, Sodium Chloride, Cocoglucoside, Glyceryl Oleate, Linum Usitatissimum Seed Oil, Glycerin, Citric Acid, Niacinamide, Benzyl Alcohol, Parfum (Fragrance), Sodium Hydroxide, Hydroxypropyl Guar Hydroxypropyltrimonium Chloride, Calcium Pantothenate, Sodium Ascorbyl Phosphate, Tocopheryl Acetate, Pyridoxine HCl.",https://www.hebe.pl/alama-nawilzajacy-szampon-do-wlosow-100-ml-000000000000591305.html
653,Redken Acidic Bonding Concentrate,127,AQUA / WATER • DECYL GLUCOSIDE • SODIUM COCOYL ISETHIONATE • COCAMIDOPROPYL BETAINE • CITRIC ACID • SODIUM HYDROXIDE • PANTHENOL • GLYCERIN • DIMETHICONE • PEG-150 DISTEARATE • PPG-5-CETETH-20 • SODIUM BENZOATE • SODIUM CHLORIDE • PEG-55 PROPYLENE GLYCOL OLEATE • PROPYLENE GLYCOL • CARBOMER • PARFUM / FRAGRANCE • COCO-CAPRYLATE/CAPRATE • POLYQUATERNIUM-67 • SALICYLIC ACID • AMODIMETHICONE • SODIUM PHYTATE • GLYCOL DISTEARATE • COCO-BETAINE • ACRYLATES/BEHENETH-25 METHACRYLATE COPOLYMER • LIMONENE • TRIDECETH-6 • ALCOHOL • CETRIMONIUM CHLORIDE (F.I.L. D262511/1).,https://www.hebe.pl/redken-szampon-do-wlosow-300-ml-77159564.html
654,Triswim,36,"Aqua, Sodium Laureth Sulfate, Cocoamphoacetate, Cocamidopropyl Betaine, Urea, Coco-Glucoside, Glyceryl Oleate, Parfum, Polyquaternium-7, Aloe Barbadensis (Aloe Vera) Leaf Juice, Panthenol (Pro-Vitamin B5), Chamomilla Recutita Flower Extract, Nasturtium Officinale Extract, Retinyl Palmitate, PEG-120 Methyl Glucose Dioleate, Polysorbate 200, Sodium Benzoate, Pottasium Sorbate, Imidazolidinyl Urea, Sodium Thiosulfate, Disodium EDTA, Tetrasodium EDTA, Xantan Gum, Benzophenone-4, Citric Acid, Sodium Benzotriazolyl Butylphenol Sulfonate, Hexyl Cinnamal, Limonene, Linalool, Geraniol, CI 42090, CI 17200.",https://www.hebe.pl/triswim-szampon-po-basenie-usuwajacy-chlor-lime-mango-251-ml-76182237.html
655,Miodowa Mydlarnia,40,"SCI (łagodny środek myjący), glukozyd decylowy (łagodny środek myjący), masło kakaowe, Honeyquat z fermentem z rzodkwi (kondycjoner), alkohol cetylowy, BTMS (kondycjoner), mleczan sodu (humuktant), olej rycynowy, pantenol (prowitamina B5), olej jojoba, ekstrakt ze skrzypu, ekstrakt z rozmarynu, miód, węgiel aktywny, olejek zapachowy, kwas mlekowy, konserwant (akceptowany przez Eco-cert)",https://www.hebe.pl/miodowa-mydlarnia-szampon-w-kostce-miodowo-weglowy-re-fill-70-g-66454017.html
656,Phyto Phytocyane,64,AQUA / WATER / EAU. SODIUM LAURETH SULFATE. COCAMIDOPROPYL BETAINE. LAURYL GLUCOSIDE. PEG-200 HYDROGENATED GLYCERYL PALMATE. PEG-7 GLYCERYL COCOATE. PARFUM / FRAGRANCE. CITRIC ACID. SODIUM BENZOATE. POTASSIUM SORBATE. PANTHENOL. GLYCERIN. PYRIDOXINE HCL. SODIUM CHLORIDE. GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE. SODIUM PHYTATE. ROSMARINUS OFFICINALIS (ROSEMARY) FLOWER/LEAF/STEM EXTRACT. CITRAL. LIMONENE. GINKGO BILOBA LEAF EXTRACT. 446C.,https://www.hebe.pl/phyto-rewitalizujacy-szampon-do-wlosow-damski-250-ml-000000000000437981.html
657,Yoskine Mezo-Therapy,49,"Aqua (Water), Cocamidopropyl Betaine, Sodium C14-16 Olefin Sulfonate, Erythritol, Glycerin, Decyl Glucoside, Capryloyl/Caproyl Methyl Glucamide, Hydrogenated Starch Hydrolysate, Niacinamide, Caffeine, Mandelic Acid, Hydrolyzed Candida Saitoana Extract, Maltooligosyl Glucoside, Guar Hydroxypropyltrimonium Chloride, Biotin, Hydrolyzed Sponge Extract, Bis-(Isostearoyl/Oleoyl Isopropyl) Dimonium Methosulfate, Tocopherol, Coco-Glucoside, Glycol Distearate, Glyceryl Oleate, Glyceryl Stearate, Polyquaternium-10, Hydrogenated Vegetable Glycerides Citrate, Butylene Glycol, Citric Acid, Phenoxyethanol, 1,2-Hexanediol, Sodium Benzoate, Ethylhexylglycerin, Benzoic Acid, Disodium EDTA, Benzyl Salicylate, Citronellol, Parfum (Fragnance).",https://www.hebe.pl/yoskine-szampon-chelatujacy-do-wlosow-350-ml-000000000000536187.html
658,Miodowa Mydlarnia,44,"CI (łagodny środek myjący), glukozyd decylowy (łagodny środek myjący), masło kakaowe, Honeyquat z fermentem z rzodkwi (kondycjoner), alkohol cetylowy, BTMS (kondycjoner), mleczan sodu (humuktant), olej rycynowy, pantenol (prowitamina B5), olej jojoba, ekstrakt ze skrzypu, ekstrakt z rozmarynu, miód, węgiel aktywny, olejek zapachowy, kwas mlekowy, konserwant (akceptowany przez Eco-cert)",https://www.hebe.pl/miodowa-mydlarnia-szampon-w-kostce-miodowo-weglowy-70-g-66454013.html
659,Teaology Matcha,59,"INGREDIENTS: AQUA/WATER/EAU(*), COCO-BETAINE, LAURYL GLUCOSIDE, GLYCERIN, CITRIC ACID, PARFUM, POTASSIUM LACTATE, SODIUM COCOAMPHOACETATE, POTASSIUM SORBATE, SODIUM BENZOATE, CAMELLIA SINENSIS LEAF (MATCHA TEA)(*), POLYQUATERNIUM-10, TETRASODIUM GLUTAMATE DIACETATE, COCO-GLUCOSIDE, GLYCERYL OLEATE, PANTHENOL, HELIANTHUS ANNUUS SEED OIL, PSEUDOZYMA EPICOLA/ARGANIA SPINOSA KERNEL OIL/CAMELLIA JAPONICA SEED OIL/CAMELLIA SINENSIS SEED OIL/SUNFLOWER SEED OIL/SWEET ALMOND OIL FERMENT EXTRACT, ORYZA SATIVA STARCH, INULIN, CAMELLIA SINENSIS LEAF EXTRACT, METHYLPROPANEDIOL, PENTYLENE GLYCOL, PYRUS MALUS FRUIT EXTRACT, TARTARIC ACID, ALPHA-GLUCAN OLIGOSACCHARIDE, CITRUS LIMON FRUIT EXTRACT, TRITICUM VULGARE BRAN EXTRACT, VITIS VINIFERA SKIN EXTRACT, CAPRYLYL GLYCOL, HYDROLYZED RICE PROTEIN, ORYZA SATIVA BRAN OIL, PHENYLPROPANOL, XANTHAN GUM, HYDROLYZED HYALURONIC ACID, SODIUM HYALURONATE. (*)MATCHA TEA INFUSION",https://www.hebe.pl/teaology-naprawczy-szampon-do-wlosow-250-ml-000000000000476701.html
660,Fudge Clean Blonde Violet,79,"Aqua (Water), Sodium laureth Sulfate, Cocamide DEA, Cetyl Alcohol, Cocamidopropyl Betaine, Dimethicone, Glycol Stearate, Sodium lauroyl Sarcosinate, Parfum (Fragrance), Propylene Glycol, Guar Hydroxypropyltrimonium Chloride, Amodimethicone, Diazolidinyl Urea, Citric Acid, laureth-4, Tetrasodium EDTA, Pentylene Glycol, Hexyl Cinnamal, laureth-23, limonene, Sodium Benzoate, Cetrimonium Chloride, Trideceth-12, Glycerin, Alpha-Isomethyl Ionone, Coumarin, linalool, Salicylic Acid, Iodopropynyl Butylcarbamate, Paullinia Cupana Seed Extract, Potassium Sorbate, CI 60730 (Ext. Violet 2).",https://www.hebe.pl/fudge-szampon-tonujacy-do-wlosow-blond-250-ml-000000000000484427.html
661,Mrs. Potter's,17,"Aqua, Sodium Coco-Sulfate, Cocamidopropyl Betaine, Decyl Glucoside, Glycerin, Lauryl Glucoside, Polyquaternium-7, Parfum, Ethyltrimonium Chloride Methacrylate/ Hydrolyzed Wheat Protein Copolymer, Avena Sativa Kernel Extract, PEG-60 Hydrogenated Castor Oil, Helianthus Annuus Seed Oil, Rosmarinus Officinalis Leaf Extract, Linum Usitatissimum Seed Extract, Hydrolyzed Vegetable Protein, Hexylene Glycol, Polysorbate 80, Propylene Glycol, Citric Acid, Disodium EDTA, Phenoxyethanol, Sodium Benzoate, Potassium Sorbate",https://www.hebe.pl/mrs.-potters-regenerujacy-szampon-do-wlosow-390-ml-000000000000480882.html
662,Insight Anti-Frizz,119,"Aqua/Water/Eau, Sodium Coceth Sulfate, Cocamidopropyl Betaine, Disodium Laureth Sulfosuccinate, Amaranthus Caudatus Extract, Gossypium Herbaceum (Cotton) Seed Oil, Theobroma Cacao (Cocoa) Seed Butter, Linum Usitatissimum (Linseed) Seed Extract, Parfum/Fragrance, Polyquaternium-10, Citric Acid, Sodium Chloride, Glycerin, Sodium Benzoate, Potassium Sorbate, Benzyl Alcohol, Tetramethyl Acetyloctahydronaphthalenes, Hexamethylindanopyran.",https://www.hebe.pl/insight-nawilzajacy-szampon-zapobiegajacy-puszeniu-sie-wlosow-350-ml-76972004.html
663,Sielanka Zielone Jabłuszko,11,"Aqua, Cocamidopropyl Betaine, Disodium Laureth Sulfosuccinate, Polysorbate 20, Pyrus Malus Seed Extract, Triticum Vulgare Germ Extract, Citric Acid, Tetrasodium EDTA, Sodium Benzoate, Potassium Sorbate, Aroma.",https://www.hebe.pl/sielanka-szampon-w-piance-do-wlosow-zwiekszajacy-objetosc-200-ml-000000000000475079.html
664,Sendo Rebalancing,49,"Aqua/Water/Eau,Sodium Coceth Sulfate,Sodium Chloride,Cocamidopropyl Betaine,Disodium Capryloyl Glutamate,Parfum/Fragrance,Menthol,Citric Acid,Hydrolyzed Tomato Skin,Fucus Spiralis Extract,Tetraselmis Chui Extract,Vitis Vinifera (Grape) Fruit Extract,Urtica Dioica (Nettle) Leaf Extract,Boswellia Serrata Resin Extract,Zingiber Officinale (Ginger) Root Extract,Caprylic Acid,Polyquaternium-7,Propylene Glycol,Glycerin,Sodium Benzoate,Potassium Sorbate",https://www.hebe.pl/sendo-szampon-przywracajacy-rownowage-do-wlosow-250-ml-000000000000573021.html
665,Hipp,22,"Aqua,Hydrogenated Starch Hydrolysate,Cocamidopropyl Hydroxysultaine,Coco-Glucoside,Glycerin,Sodium Lauroyl Sarcosinate,Sodium Chloride,Panthenol,Prunus Amygdalus Dulcis Seed Extract,Tocopherol,Citric Acid,Hydrogenated Palm Glycerides Citrate,Levulinic Acid,Sodium Levulinate,Sodium Anisate,Guar Hydroxypropyltrimonium Chloride,Glyceryl Oleate,Parfum",https://www.hebe.pl/hipp-zel-foczka-do-mycia-ciala-i-wlosow-dla-dzieci-200-ml-000000000000421422.html
666,Nacomi Hair,29,"Aqua, Cocamidopropyl Betaine, Lauryl Glucoside, Glycerin, Hydrolyzed Wool, Cetrimonium Chloride, Benzyl Alcohol, Coco-Glucoside, Glyceryl Oleate, Parfum, Citric Acid, Panthenol, Hydrolyzed Rice Protein, Hydrolyzed Glycosaminoglycans, Dehydroacetic Acid, Leuconostoc/Radish Root Ferment Filtrate, Hyaluronic Acid",https://www.hebe.pl/nacomi-wygladzajacy-szampon-do-wlosow-puszacych-suchych-250ml-000000000000322580.html
